AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2024-03-01,29,21,94.8,54.1
2024-03-02,33.4,18.8,87.4,0.0
2024-03-03,35.1,19.8,81.2,0.0
2024-03-04,35.1,21.2,87.8,8.1
2024-03-05,29.2,21,90.7,0.5
2024-03-06,31.4,21.8,94.0,13.6
2024-03-07,35.1,20.7,88.1,0.0
2024-03-08,31,20.8,90.6,0.0
2024-03-09,34.7,20.3,83.7,0.0
2024-03-10,34.4,22,82.0,0.0
2024-03-11,35.9,20.2,79.6,0.0
2024-03-12,33.3,21.5,S/D,7.1
2024-03-13,35,22,83.0,55.0
2024-03-14,31.6,21.5,S/D,29.2
2024-03-15,33.2,19.6,87.1,0.0
2024-03-16,34.6,22.3,83.4,0.0
2024-03-17,36.6,22,82.5,0.0
2024-03-18,33.8,20.8,85.5,3.6
2024-03-19,33.5,20.6,83.4,0.0
2024-03-20,36.3,21,83.6,0.0
2024-03-21,36.7,21.9,76.3,0.0
2024-03-22,31.4,22.2,83.9,0.7
2024-03-23,30.4,21,85.5,14.3
2024-03-24,33.4,20.5,85.5,0.0
2024-03-25,34.4,20.6,85.1,0.0
2024-03-26,30,22,S/D,9.0
2024-03-27,34.4,19.8,85.7,0.0
2024-03-28,S/D,21.8,S/D,0.0
2024-03-29,33.4,21,86.1,0.0
2024-03-30,33.6,20.5,84.3,0.0
2024-03-31,30.1,20.7,90.2,3.9
