AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2022-10-01,,,,0.0
2022-10-02,,,,13.0
2022-10-03,,,,68.0
2022-10-04,,,,0.0
2022-10-05,,,,0.0
2022-10-06,,,,0.0
2022-10-07,,,,5.0
2022-10-08,,,,0.0
2022-10-09,,,,0.0
2022-10-10,,,,0.0
2022-10-11,,,,0.0
2022-10-12,,,,0.0
2022-10-13,,,,5.0
2022-10-14,,,,0.0
2022-10-15,,,,28.8
2022-10-16,,,,0.0
2022-10-17,,,,4.0
2022-10-18,,,,5.0
2022-10-19,,,,9.0
2022-10-20,,,,0.0
2022-10-21,,,,0.0
2022-10-22,,,,18.0
2022-10-23,,,,0.0
2022-10-24,,,,0.0
2022-10-25,,,,0.0
2022-10-26,,,,0.0
2022-10-27,,,,28.0
2022-10-28,,,,24.0
2022-10-29,,,,0.0
2022-10-30,,,,0.0
2022-10-31,,,,0.0
